Date-Time-Start; Date-Time-End; Gebäude 255 Pumpe 3 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-02-09 08:30:00; 2016-02-09 08:45:00; 18.240000; 18.240000; 14285.054600; 14285.054600; 0
2016-02-09 08:45:00; 2016-02-09 09:00:00; 18.112000; 18.112000; 14285.111600; 14285.111600; 0
2016-02-09 09:00:00; 2016-02-09 09:15:00; 18.368000; 18.368000; 14285.168200; 14285.168200; 0
2016-02-09 09:15:00; 2016-02-09 09:30:00; 18.816000; 18.816000; 14285.225600; 14285.225600; 0
2016-02-09 09:30:00; 2016-02-09 09:45:00; 18.560000; 18.560000; 14285.284400; 14285.284400; 0
2016-02-09 09:45:00; 2016-02-09 10:00:00; 18.432000; 18.432000; 14285.342400; 14285.342400; 0
2016-02-09 10:00:00; 2016-02-09 10:15:00; 18.432000; 18.432000; 14285.400000; 14285.400000; 0
2016-02-09 10:15:00; 2016-02-09 10:30:00; 18.112000; 18.112000; 14285.457600; 14285.457600; 0
2016-02-09 10:30:00; 2016-02-09 10:45:00; 18.240000; 18.240000; 14285.514200; 14285.514200; 0
2016-02-09 10:45:00; 2016-02-09 11:00:00; 18.240000; 18.240000; 14285.571200; 14285.571200; 0
2016-02-09 11:00:00; 2016-02-09 11:15:00; 18.176000; 18.176000; 14285.628200; 14285.628200; 0
2016-02-09 11:15:00; 2016-02-09 11:30:00; 17.856000; 17.856000; 14285.685000; 14285.685000; 0
2016-02-09 11:30:00; 2016-02-09 11:45:00; 16.768000; 16.768000; 14285.740800; 14285.740800; 0
2016-02-09 11:45:00; 2016-02-09 12:00:00; 16.768000; 16.768000; 14285.793200; 14285.793200; 0
2016-02-09 12:00:00; 2016-02-09 12:15:00; 17.024000; 17.024000; 14285.845600; 14285.845600; 0
2016-02-09 12:15:00; 2016-02-09 12:30:00; 16.704000; 16.704000; 14285.898800; 14285.898800; 0
2016-02-09 12:30:00; 2016-02-09 12:45:00; 16.384000; 16.384000; 14285.951000; 14285.951000; 0
2016-02-09 12:45:00; 2016-02-09 13:00:00; 16.448000; 16.448000; 14286.002200; 14286.002200; 0
2016-02-09 13:00:00; 2016-02-09 13:15:00; 16.320000; 16.320000; 14286.053600; 14286.053600; 0
2016-02-09 13:15:00; 2016-02-09 13:30:00; 16.256000; 16.256000; 14286.104600; 14286.104600; 0
2016-02-09 13:30:00; 2016-02-09 13:45:00; 16.128000; 16.128000; 14286.155400; 14286.155400; 0
2016-02-09 13:45:00; 2016-02-09 14:00:00; 16.448000; 16.448000; 14286.205800; 14286.205800; 0
2016-02-09 14:00:00; 2016-02-09 14:15:00; 16.128000; 16.128000; 14286.257200; 14286.257200; 0
2016-02-09 14:15:00; 2016-02-09 14:30:00; 16.128000; 16.128000; 14286.307600; 14286.307600; 0
2016-02-09 14:30:00; 2016-02-09 14:45:00; 16.448000; 16.448000; 14286.358000; 14286.358000; 0
2016-02-09 14:45:00; 2016-02-09 15:00:00; 16.448000; 16.448000; 14286.409400; 14286.409400; 0
2016-02-09 15:00:00; 2016-02-09 15:15:00; 16.384000; 16.384000; 14286.460800; 14286.460800; 0
2016-02-09 15:15:00; 2016-02-09 15:30:00; 16.256000; 16.256000; 14286.512000; 14286.512000; 0
2016-02-09 15:30:00; 2016-02-09 15:45:00; 16.064000; 16.064000; 14286.562800; 14286.562800; 0
2016-02-09 15:45:00; 2016-02-09 16:00:00; 16.128000; 16.128000; 14286.613000; 14286.613000; 0
2016-02-09 16:00:00; 2016-02-09 16:15:00; 15.872000; 15.872000; 14286.663400; 14286.663400; 0
2016-02-09 16:15:00; 2016-02-09 16:30:00; 15.296000; 15.296000; 14286.713000; 14286.713000; 0
2016-02-09 16:30:00; 2016-02-09 16:45:00; 15.552000; 15.552000; 14286.760800; 14286.760800; 0
2016-02-09 16:45:00; 2016-02-09 17:00:00; 14.720000; 14.720000; 14286.809400; 14286.809400; 0
2016-02-09 17:00:00; 2016-02-09 17:15:00; 15.616000; 15.616000; 14286.855400; 14286.855400; 0
2016-02-09 17:15:00; 2016-02-09 17:30:00; 16.320000; 16.320000; 14286.904200; 14286.904200; 0
2016-02-09 17:30:00; 2016-02-09 17:45:00; 17.664000; 17.664000; 14286.955200; 14286.955200; 0
2016-02-09 17:45:00; 2016-02-09 18:00:00; 17.984000; 17.984000; 14287.010400; 14287.010400; 0
2016-02-09 18:00:00; 2016-02-09 18:15:00; 17.472000; 17.472000; 14287.066600; 14287.066600; 0
2016-02-09 18:15:00; 2016-02-09 18:30:00; 17.088000; 17.088000; 14287.121200; 14287.121200; 0
2016-02-09 18:30:00; 2016-02-09 18:45:00; 16.640000; 16.640000; 14287.174600; 14287.174600; 0
2016-02-09 18:45:00; 2016-02-09 19:00:00; 16.768000; 16.768000; 14287.226600; 14287.226600; 0
2016-02-09 19:00:00; 2016-02-09 19:15:00; 16.704000; 16.704000; 14287.279000; 14287.279000; 0
2016-02-09 19:15:00; 2016-02-09 19:30:00; 16.768000; 16.768000; 14287.331200; 14287.331200; 0
2016-02-09 19:30:00; 2016-02-09 19:45:00; 16.704000; 16.704000; 14287.383600; 14287.383600; 0
2016-02-09 19:45:00; 2016-02-09 20:00:00; 17.152000; 17.152000; 14287.435800; 14287.435800; 0
2016-02-09 20:00:00; 2016-02-09 20:15:00; 17.408000; 17.408000; 14287.489400; 14287.489400; 0
2016-02-09 20:15:00; 2016-02-09 20:30:00; 17.408000; 17.408000; 14287.543800; 14287.543800; 0
2016-02-09 20:30:00; 2016-02-09 20:45:00; 17.280000; 17.280000; 14287.598200; 14287.598200; 0
2016-02-09 20:45:00; 2016-02-09 21:00:00; 17.216000; 17.216000; 14287.652200; 14287.652200; 0
2016-02-09 21:00:00; 2016-02-09 21:15:00; 17.088000; 17.088000; 14287.706000; 14287.706000; 0
2016-02-09 21:15:00; 2016-02-09 21:30:00; 17.152000; 17.152000; 14287.759400; 14287.759400; 0
2016-02-09 21:30:00; 2016-02-09 21:45:00; 17.152000; 17.152000; 14287.813000; 14287.813000; 0
2016-02-09 21:45:00; 2016-02-09 22:00:00; 17.216000; 17.216000; 14287.866600; 14287.866600; 0
2016-02-09 22:00:00; 2016-02-09 22:15:00; 17.344000; 17.344000; 14287.920400; 14287.920400; 0
2016-02-09 22:15:00; 2016-02-09 22:30:00; 17.344000; 17.344000; 14287.974600; 14287.974600; 0
2016-02-09 22:30:00; 2016-02-09 22:45:00; 17.600000; 17.600000; 14288.028800; 14288.028800; 0
2016-02-09 22:45:00; 2016-02-09 23:00:00; 17.600000; 17.600000; 14288.083800; 14288.083800; 0
2016-02-09 23:00:00; 2016-02-09 23:15:00; 17.664000; 17.664000; 14288.138800; 14288.138800; 0
2016-02-09 23:15:00; 2016-02-09 23:30:00; 18.048000; 18.048000; 14288.194000; 14288.194000; 0
2016-02-09 23:30:00; 2016-02-09 23:45:00; 18.688000; 18.688000; 14288.250400; 14288.250400; 0
2016-02-09 23:45:00; 2016-02-10 00:00:00; 18.944000; 18.944000; 14288.308800; 14288.308800; 0
2016-02-10 00:00:00; 2016-02-10 00:15:00; 18.816000; 18.816000; 14288.368000; 14288.368000; 0
2016-02-10 00:15:00; 2016-02-10 00:30:00; 18.880000; 18.880000; 14288.426800; 14288.426800; 0
2016-02-10 00:30:00; 2016-02-10 00:45:00; 19.136000; 19.136000; 14288.485800; 14288.485800; 0
2016-02-10 00:45:00; 2016-02-10 01:00:00; 19.200000; 19.200000; 14288.545600; 14288.545600; 0
2016-02-10 01:00:00; 2016-02-10 01:15:00; 19.968000; 19.968000; 14288.605600; 14288.605600; 0
2016-02-10 01:15:00; 2016-02-10 01:30:00; 20.352000; 20.352000; 14288.668000; 14288.668000; 0
2016-02-10 01:30:00; 2016-02-10 01:45:00; 20.608000; 20.608000; 14288.731600; 14288.731600; 0
2016-02-10 01:45:00; 2016-02-10 02:00:00; 20.544000; 20.544000; 14288.796000; 14288.796000; 0
2016-02-10 02:00:00; 2016-02-10 02:15:00; 20.544000; 20.544000; 14288.860200; 14288.860200; 0
2016-02-10 02:15:00; 2016-02-10 02:30:00; 20.480000; 20.480000; 14288.924400; 14288.924400; 0
2016-02-10 02:30:00; 2016-02-10 02:45:00; 20.736000; 20.736000; 14288.988400; 14288.988400; 0
2016-02-10 02:45:00; 2016-02-10 03:00:00; 20.672000; 20.672000; 14289.053200; 14289.053200; 0
2016-02-10 03:00:00; 2016-02-10 03:15:00; 20.224000; 20.224000; 14289.117800; 14289.117800; 0
2016-02-10 03:15:00; 2016-02-10 03:30:00; 19.840000; 19.840000; 14289.181000; 14289.181000; 0
2016-02-10 03:30:00; 2016-02-10 03:45:00; 20.032000; 20.032000; 14289.243000; 14289.243000; 0
2016-02-10 03:45:00; 2016-02-10 04:00:00; 19.840000; 19.840000; 14289.305600; 14289.305600; 0
2016-02-10 04:00:00; 2016-02-10 04:15:00; 20.096000; 20.096000; 14289.367600; 14289.367600; 0
2016-02-10 04:15:00; 2016-02-10 04:30:00; 20.672000; 20.672000; 14289.430400; 14289.430400; 0
2016-02-10 04:30:00; 2016-02-10 04:45:00; 21.056000; 21.056000; 14289.495000; 14289.495000; 0
2016-02-10 04:45:00; 2016-02-10 05:00:00; 21.504000; 21.504000; 14289.560800; 14289.560800; 0
2016-02-10 05:00:00; 2016-02-10 05:15:00; 23.104000; 23.104000; 14289.628000; 14289.628000; 0
2016-02-10 05:15:00; 2016-02-10 05:30:00; 25.216000; 25.216000; 14289.700200; 14289.700200; 0
2016-02-10 05:30:00; 2016-02-10 05:45:00; 25.344000; 25.344000; 14289.779000; 14289.779000; 0
2016-02-10 05:45:00; 2016-02-10 06:00:00; 25.280000; 25.280000; 14289.858200; 14289.858200; 0
2016-02-10 06:00:00; 2016-02-10 06:15:00; 27.776000; 27.776000; 14289.937200; 14289.937200; 0
2016-02-10 06:15:00; 2016-02-10 06:30:00; 31.104000; 31.104000; 14290.024000; 14290.024000; 0
2016-02-10 06:30:00; 2016-02-10 06:45:00; 31.744000; 31.744000; 14290.121200; 14290.121200; 0
2016-02-10 06:45:00; 2016-02-10 07:00:00; 31.808000; 31.808000; 14290.220400; 14290.220400; 0
2016-02-10 07:00:00; 2016-02-10 07:15:00; 30.912000; 30.912000; 14290.319800; 14290.319800; 0
2016-02-10 07:15:00; 2016-02-10 07:30:00; 29.568000; 29.568000; 14290.416400; 14290.416400; 0
2016-02-10 07:30:00; 2016-02-10 07:45:00; 29.504000; 29.504000; 14290.508800; 14290.508800; 0
2016-02-10 07:45:00; 2016-02-10 08:00:00; 29.120000; 29.120000; 14290.601000; 14290.601000; 0
2016-02-10 08:00:00; 2016-02-10 08:15:00; 29.760000; 29.760000; 14290.692000; 14290.692000; 0
2016-02-10 08:15:00; 2016-02-10 08:30:00; 28.736000; 28.736000; 14290.785000; 14290.785000; 0
2016-02-10 08:30:00; 2016-02-10 08:45:00; 27.136000; 27.136000; 14290.874800; 14290.874800; 0
2016-02-10 08:45:00; 2016-02-10 09:00:00; 25.344000; 25.344000; 14290.959600; 14290.959600; 0
2016-02-10 09:00:00; 2016-02-10 09:15:00; 25.408000; 25.408000; 14291.038800; 14291.038800; 0
2016-02-10 09:15:00; 2016-02-10 09:30:00; 25.472000; 25.472000; 14291.118200; 14291.118200; 0
2016-02-10 09:30:00; 2016-02-10 09:45:00; 23.552000; 23.552000; 14291.197800; 14291.197800; 0
2016-02-10 09:45:00; 2016-02-10 10:00:00; 22.976000; 22.976000; 14291.271400; 14291.271400; 0
2016-02-10 10:00:00; 2016-02-10 10:15:00; 22.976000; 22.976000; 14291.343200; 14291.343200; 0
2016-02-10 10:15:00; 2016-02-10 10:30:00; 21.888000; 21.888000; 14291.415000; 14291.415000; 0
2016-02-10 10:30:00; 2016-02-10 10:45:00; 22.592000; 22.592000; 14291.483400; 14291.483400; 0
2016-02-10 10:45:00; 2016-02-10 11:00:00; 22.592000; 22.592000; 14291.554000; 14291.554000; 0
2016-02-10 11:00:00; 2016-02-10 11:15:00; 22.912000; 22.912000; 14291.624600; 14291.624600; 0
2016-02-10 11:15:00; 2016-02-10 11:30:00; 23.936000; 23.936000; 14291.696200; 14291.696200; 0
2016-02-10 11:30:00; 2016-02-10 11:45:00; 24.576000; 24.576000; 14291.771000; 14291.771000; 0
2016-02-10 11:45:00; 2016-02-10 12:00:00; 24.768000; 24.768000; 14291.847800; 14291.847800; 0
2016-02-10 12:00:00; 2016-02-10 12:15:00; 25.280000; 25.280000; 14291.925200; 14291.925200; 0
2016-02-10 12:15:00; 2016-02-10 12:30:00; 25.472000; 25.472000; 14292.004200; 14292.004200; 0
2016-02-10 12:30:00; 2016-02-10 12:45:00; 25.216000; 25.216000; 14292.083800; 14292.083800; 0
2016-02-10 12:45:00; 2016-02-10 13:00:00; 25.152000; 25.152000; 14292.162600; 14292.162600; 0
2016-02-10 13:00:00; 2016-02-10 13:15:00; 25.344000; 25.344000; 14292.241200; 14292.241200; 0
2016-02-10 13:15:00; 2016-02-10 13:30:00; 25.024000; 25.024000; 14292.320400; 14292.320400; 0
2016-02-10 13:30:00; 2016-02-10 13:45:00; 25.216000; 25.216000; 14292.398600; 14292.398600; 0
2016-02-10 13:45:00; 2016-02-10 14:00:00; 24.512000; 24.512000; 14292.477400; 14292.477400; 0
2016-02-10 14:00:00; 2016-02-10 14:15:00; 24.640000; 24.640000; 14292.554000; 14292.554000; 0
2016-02-10 14:15:00; 2016-02-10 14:30:00; 24.832000; 24.832000; 14292.631000; 14292.631000; 0
2016-02-10 14:30:00; 2016-02-10 14:45:00; 24.832000; 24.832000; 14292.708600; 14292.708600; 0
2016-02-10 14:45:00; 2016-02-10 15:00:00; 25.536000; 25.536000; 14292.786200; 14292.786200; 0
2016-02-10 15:00:00; 2016-02-10 15:15:00; 25.280000; 25.280000; 14292.866000; 14292.866000; 0
2016-02-10 15:15:00; 2016-02-10 15:30:00; 25.280000; 25.280000; 14292.945000; 14292.945000; 0
2016-02-10 15:30:00; 2016-02-10 15:45:00; 25.216000; 25.216000; 14293.024000; 14293.024000; 0
2016-02-10 15:45:00; 2016-02-10 16:00:00; 24.960000; 24.960000; 14293.102800; 14293.102800; 0
2016-02-10 16:00:00; 2016-02-10 16:15:00; 24.256000; 24.256000; 14293.180800; 14293.180800; 0
2016-02-10 16:15:00; 2016-02-10 16:30:00; 24.256000; 24.256000; 14293.256600; 14293.256600; 0
2016-02-10 16:30:00; 2016-02-10 16:45:00; 24.192000; 24.192000; 14293.332400; 14293.332400; 0
2016-02-10 16:45:00; 2016-02-10 17:00:00; 23.872000; 23.872000; 14293.408000; 14293.408000; 0
2016-02-10 17:00:00; 2016-02-10 17:15:00; 23.808000; 23.808000; 14293.482600; 14293.482600; 0
2016-02-10 17:15:00; 2016-02-10 17:30:00; 23.104000; 23.104000; 14293.557000; 14293.557000; 0
2016-02-10 17:30:00; 2016-02-10 17:45:00; 23.232000; 23.232000; 14293.629200; 14293.629200; 0
2016-02-10 17:45:00; 2016-02-10 18:00:00; 23.104000; 23.104000; 14293.701800; 14293.701800; 0
2016-02-10 18:00:00; 2016-02-10 18:15:00; 21.888000; 21.888000; 14293.774000; 14293.774000; 0
2016-02-10 18:15:00; 2016-02-10 18:30:00; 20.736000; 20.736000; 14293.842400; 14293.842400; 0
2016-02-10 18:30:00; 2016-02-10 18:45:00; 19.968000; 19.968000; 14293.907200; 14293.907200; 0
2016-02-10 18:45:00; 2016-02-10 19:00:00; 19.648000; 19.648000; 14293.969600; 14293.969600; 0
2016-02-10 19:00:00; 2016-02-10 19:15:00; 19.648000; 19.648000; 14294.031000; 14294.031000; 0
2016-02-10 19:15:00; 2016-02-10 19:30:00; 19.776000; 19.776000; 14294.092400; 14294.092400; 0
2016-02-10 19:30:00; 2016-02-10 19:45:00; 19.712000; 19.712000; 14294.154200; 14294.154200; 0
2016-02-10 19:45:00; 2016-02-10 20:00:00; 19.328000; 19.328000; 14294.215800; 14294.215800; 0
2016-02-10 20:00:00; 2016-02-10 20:15:00; 19.456000; 19.456000; 14294.276200; 14294.276200; 0
2016-02-10 20:15:00; 2016-02-10 20:30:00; 19.968000; 19.968000; 14294.337000; 14294.337000; 0
2016-02-10 20:30:00; 2016-02-10 20:45:00; 20.096000; 20.096000; 14294.399400; 14294.399400; 0
2016-02-10 20:45:00; 2016-02-10 21:00:00; 19.904000; 19.904000; 14294.462200; 14294.462200; 0
2016-02-10 21:00:00; 2016-02-10 21:15:00; 20.096000; 20.096000; 14294.524400; 14294.524400; 0
2016-02-10 21:15:00; 2016-02-10 21:30:00; 20.096000; 20.096000; 14294.587200; 14294.587200; 0
2016-02-10 21:30:00; 2016-02-10 21:45:00; 19.392000; 19.392000; 14294.650000; 14294.650000; 0
2016-02-10 21:45:00; 2016-02-10 22:00:00; 19.520000; 19.520000; 14294.710600; 14294.710600; 0
2016-02-10 22:00:00; 2016-02-10 22:15:00; 19.328000; 19.328000; 14294.771600; 14294.771600; 0
2016-02-10 22:15:00; 2016-02-10 22:30:00; 19.456000; 19.456000; 14294.832000; 14294.832000; 0
2016-02-10 22:30:00; 2016-02-10 22:45:00; 19.584000; 19.584000; 14294.892800; 14294.892800; 0
2016-02-10 22:45:00; 2016-02-10 23:00:00; 20.032000; 20.032000; 14294.954000; 14294.954000; 0
2016-02-10 23:00:00; 2016-02-10 23:15:00; 20.672000; 20.672000; 14295.016600; 14295.016600; 0
2016-02-10 23:15:00; 2016-02-10 23:30:00; 20.544000; 20.544000; 14295.081200; 14295.081200; 0
2016-02-10 23:30:00; 2016-02-10 23:45:00; 20.608000; 20.608000; 14295.145400; 14295.145400; 0
2016-02-10 23:45:00; 2016-02-11 00:00:00; 20.480000; 20.480000; 14295.209800; 14295.209800; 0
2016-02-11 00:00:00; 2016-02-11 00:15:00; 20.608000; 20.608000; 14295.273800; 14295.273800; 0
2016-02-11 00:15:00; 2016-02-11 00:30:00; 20.224000; 20.224000; 14295.338200; 14295.338200; 0
2016-02-11 00:30:00; 2016-02-11 00:45:00; 19.904000; 19.904000; 14295.401400; 14295.401400; 0
2016-02-11 00:45:00; 2016-02-11 01:00:00; 19.840000; 19.840000; 14295.463600; 14295.463600; 0
2016-02-11 01:00:00; 2016-02-11 01:15:00; 19.904000; 19.904000; 14295.525600; 14295.525600; 0
2016-02-11 01:15:00; 2016-02-11 01:30:00; 20.032000; 20.032000; 14295.587800; 14295.587800; 0
2016-02-11 01:30:00; 2016-02-11 01:45:00; 19.904000; 19.904000; 14295.650400; 14295.650400; 0
2016-02-11 01:45:00; 2016-02-11 02:00:00; 20.800000; 20.800000; 14295.712600; 14295.712600; 0
2016-02-11 02:00:00; 2016-02-11 02:15:00; 20.544000; 20.544000; 14295.777600; 14295.777600; 0
2016-02-11 02:15:00; 2016-02-11 02:30:00; 20.864000; 20.864000; 14295.841800; 14295.841800; 0
2016-02-11 02:30:00; 2016-02-11 02:45:00; 20.800000; 20.800000; 14295.907000; 14295.907000; 0
2016-02-11 02:45:00; 2016-02-11 03:00:00; 20.864000; 20.864000; 14295.972000; 14295.972000; 0
2016-02-11 03:00:00; 2016-02-11 03:15:00; 20.736000; 20.736000; 14296.037200; 14296.037200; 0
2016-02-11 03:15:00; 2016-02-11 03:30:00; 19.712000; 19.712000; 14296.102000; 14296.102000; 0
2016-02-11 03:30:00; 2016-02-11 03:45:00; 20.160000; 20.160000; 14296.163600; 14296.163600; 0
2016-02-11 03:45:00; 2016-02-11 04:00:00; 20.032000; 20.032000; 14296.226600; 14296.226600; 0
2016-02-11 04:00:00; 2016-02-11 04:15:00; 20.160000; 20.160000; 14296.289200; 14296.289200; 0
2016-02-11 04:15:00; 2016-02-11 04:30:00; 20.096000; 20.096000; 14296.352200; 14296.352200; 0
2016-02-11 04:30:00; 2016-02-11 04:45:00; 21.184000; 21.184000; 14296.415000; 14296.415000; 0
2016-02-11 04:45:00; 2016-02-11 05:00:00; 21.952000; 21.952000; 14296.481200; 14296.481200; 0
2016-02-11 05:00:00; 2016-02-11 05:15:00; 22.720000; 22.720000; 14296.549800; 14296.549800; 0
2016-02-11 05:15:00; 2016-02-11 05:30:00; 24.064000; 24.064000; 14296.620800; 14296.620800; 0
2016-02-11 05:30:00; 2016-02-11 05:45:00; 23.872000; 23.872000; 14296.696000; 14296.696000; 0
2016-02-11 05:45:00; 2016-02-11 06:00:00; 23.808000; 23.808000; 14296.770600; 14296.770600; 0
2016-02-11 06:00:00; 2016-02-11 06:15:00; 25.792000; 25.792000; 14296.845000; 14296.845000; 0
2016-02-11 06:15:00; 2016-02-11 06:30:00; 27.712000; 27.712000; 14296.925600; 14296.925600; 0
2016-02-11 06:30:00; 2016-02-11 06:45:00; 27.840000; 27.840000; 14297.012200; 14297.012200; 0
2016-02-11 06:45:00; 2016-02-11 07:00:00; 26.944000; 26.944000; 14297.099200; 14297.099200; 0
2016-02-11 07:00:00; 2016-02-11 07:15:00; 26.432000; 26.432000; 14297.183400; 14297.183400; 0
2016-02-11 07:15:00; 2016-02-11 07:30:00; 27.200000; 27.200000; 14297.266000; 14297.266000; 0
2016-02-11 07:30:00; 2016-02-11 07:45:00; 27.072000; 27.072000; 14297.351000; 14297.351000; 0
2016-02-11 07:45:00; 2016-02-11 08:00:00; 26.880000; 26.880000; 14297.435600; 14297.435600; 0
2016-02-11 08:00:00; 2016-02-11 08:15:00; 27.008000; 27.008000; 14297.519600; 14297.519600; 0
2016-02-11 08:15:00; 2016-02-11 08:30:00; 27.264000; 27.264000; 14297.604000; 14297.604000; 0
2016-02-11 08:30:00; 2016-02-11 08:45:00; 26.880000; 26.880000; 14297.689200; 14297.689200; 0
2016-02-11 08:45:00; 2016-02-11 09:00:00; 25.920000; 25.920000; 14297.773200; 14297.773200; 0
2016-02-11 09:00:00; 2016-02-11 09:15:00; 25.344000; 25.344000; 14297.854200; 14297.854200; 0
2016-02-11 09:15:00; 2016-02-11 09:30:00; 25.088000; 25.088000; 14297.933400; 14297.933400; 0
2016-02-11 09:30:00; 2016-02-11 09:45:00; 23.552000; 23.552000; 14298.011800; 14298.011800; 0
2016-02-11 09:45:00; 2016-02-11 10:00:00; 22.784000; 22.784000; 14298.085400; 14298.085400; 0
2016-02-11 10:00:00; 2016-02-11 10:15:00; 22.720000; 22.720000; 14298.156600; 14298.156600; 0
2016-02-11 10:15:00; 2016-02-11 10:30:00; 23.168000; 23.168000; 14298.227600; 14298.227600; 0
2016-02-11 10:30:00; 2016-02-11 10:45:00; 22.784000; 22.784000; 14298.300000; 14298.300000; 0
2016-02-11 10:45:00; 2016-02-11 11:00:00; 21.952000; 21.952000; 14298.371200; 14298.371200; 0
2016-02-11 11:00:00; 2016-02-11 11:15:00; 22.528000; 22.528000; 14298.439800; 14298.439800; 0
2016-02-11 11:15:00; 2016-02-11 11:30:00; 21.632000; 21.632000; 14298.510200; 14298.510200; 0
2016-02-11 11:30:00; 2016-02-11 11:45:00; 21.120000; 21.120000; 14298.577800; 14298.577800; 0
2016-02-11 11:45:00; 2016-02-11 12:00:00; 20.544000; 20.544000; 14298.643800; 14298.643800; 0
2016-02-11 12:00:00; 2016-02-11 12:15:00; 20.800000; 20.800000; 14298.708000; 14298.708000; 0
2016-02-11 12:15:00; 2016-02-11 12:30:00; 21.952000; 21.952000; 14298.773000; 14298.773000; 0
2016-02-11 12:30:00; 2016-02-11 12:45:00; 22.080000; 22.080000; 14298.841600; 14298.841600; 0
2016-02-11 12:45:00; 2016-02-11 13:00:00; 22.016000; 22.016000; 14298.910600; 14298.910600; 0
2016-02-11 13:00:00; 2016-02-11 13:15:00; 21.248000; 21.248000; 14298.979400; 14298.979400; 0
2016-02-11 13:15:00; 2016-02-11 13:30:00; 21.312000; 21.312000; 14299.045800; 14299.045800; 0
2016-02-11 13:30:00; 2016-02-11 13:45:00; 21.184000; 21.184000; 14299.112400; 14299.112400; 0
2016-02-11 13:45:00; 2016-02-11 14:00:00; 20.864000; 20.864000; 14299.178600; 14299.178600; 0
2016-02-11 14:00:00; 2016-02-11 14:15:00; 21.184000; 21.184000; 14299.243800; 14299.243800; 0
2016-02-11 14:15:00; 2016-02-11 14:30:00; 21.376000; 21.376000; 14299.310000; 14299.310000; 0
2016-02-11 14:30:00; 2016-02-11 14:45:00; 21.312000; 21.312000; 14299.376800; 14299.376800; 0
2016-02-11 14:45:00; 2016-02-11 15:00:00; 21.120000; 21.120000; 14299.443400; 14299.443400; 0
2016-02-11 15:00:00; 2016-02-11 15:15:00; 20.544000; 20.544000; 14299.509400; 14299.509400; 0
2016-02-11 15:15:00; 2016-02-11 15:30:00; 20.672000; 20.672000; 14299.573600; 14299.573600; 0
2016-02-11 15:30:00; 2016-02-11 15:45:00; 20.992000; 20.992000; 14299.638200; 14299.638200; 0
2016-02-11 15:45:00; 2016-02-11 16:00:00; 21.056000; 21.056000; 14299.703800; 14299.703800; 0
2016-02-11 16:00:00; 2016-02-11 16:15:00; 20.736000; 20.736000; 14299.769600; 14299.769600; 0
2016-02-11 16:15:00; 2016-02-11 16:30:00; 20.608000; 20.608000; 14299.834400; 14299.834400; 0
2016-02-11 16:30:00; 2016-02-11 16:45:00; 21.440000; 21.440000; 14299.898800; 14299.898800; 0
2016-02-11 16:45:00; 2016-02-11 17:00:00; 21.888000; 21.888000; 14299.965800; 14299.965800; 0
2016-02-11 17:00:00; 2016-02-11 17:15:00; 21.376000; 21.376000; 14300.034200; 14300.034200; 0
2016-02-11 17:15:00; 2016-02-11 17:30:00; 20.736000; 20.736000; 14300.101000; 14300.101000; 0
2016-02-11 17:30:00; 2016-02-11 17:45:00; 20.800000; 20.800000; 14300.165800; 14300.165800; 0
2016-02-11 17:45:00; 2016-02-11 18:00:00; 20.352000; 20.352000; 14300.230800; 14300.230800; 0
2016-02-11 18:00:00; 2016-02-11 18:15:00; 19.904000; 19.904000; 14300.294400; 14300.294400; 0
2016-02-11 18:15:00; 2016-02-11 18:30:00; 19.584000; 19.584000; 14300.356600; 14300.356600; 0
2016-02-11 18:30:00; 2016-02-11 18:45:00; 19.584000; 19.584000; 14300.417800; 14300.417800; 0
2016-02-11 18:45:00; 2016-02-11 19:00:00; 20.096000; 20.096000; 14300.479000; 14300.479000; 0
2016-02-11 19:00:00; 2016-02-11 19:15:00; 19.968000; 19.968000; 14300.541800; 14300.541800; 0
2016-02-11 19:15:00; 2016-02-11 19:30:00; 20.480000; 20.480000; 14300.604200; 14300.604200; 0
2016-02-11 19:30:00; 2016-02-11 19:45:00; 20.416000; 20.416000; 14300.668200; 14300.668200; 0
2016-02-11 19:45:00; 2016-02-11 20:00:00; 20.032000; 20.032000; 14300.732000; 14300.732000; 0
2016-02-11 20:00:00; 2016-02-11 20:15:00; 20.096000; 20.096000; 14300.794600; 14300.794600; 0
2016-02-11 20:15:00; 2016-02-11 20:30:00; 19.776000; 19.776000; 14300.857400; 14300.857400; 0
2016-02-11 20:30:00; 2016-02-11 20:45:00; 20.800000; 20.800000; 14300.919200; 14300.919200; 0
2016-02-11 20:45:00; 2016-02-11 21:00:00; 20.288000; 20.288000; 14300.984200; 14300.984200; 0
2016-02-11 21:00:00; 2016-02-11 21:15:00; 20.224000; 20.224000; 14301.047600; 14301.047600; 0
2016-02-11 21:15:00; 2016-02-11 21:30:00; 20.288000; 20.288000; 14301.110800; 14301.110800; 0
2016-02-11 21:30:00; 2016-02-11 21:45:00; 19.584000; 19.584000; 14301.174200; 14301.174200; 0
2016-02-11 21:45:00; 2016-02-11 22:00:00; 19.584000; 19.584000; 14301.235400; 14301.235400; 0
2016-02-11 22:00:00; 2016-02-11 22:15:00; 19.584000; 19.584000; 14301.296600; 14301.296600; 0
