Date-Time-Start; Date-Time-End; Gebäude 211 Kabel 1-3 | NoComment | Orginal Power [kW] inkl. Wandlerfaktoren - Korrigierte Power [kW] inkl. Wandlerfaktoren; Verbrauch-Orginal Viertelstündlich[kWh]; Verbrauch Korrigiert Viertelstündlich[kWh]; ErrorCode
2016-02-24 20:30:00; 2016-02-24 20:45:00; 16.000000; 16.000000; 12362.359200; 12362.359200; 0
2016-02-24 20:45:00; 2016-02-24 21:00:00; 16.640000; 16.640000; 12362.379200; 12362.379200; 0
2016-02-24 21:00:00; 2016-02-24 21:15:00; 16.320000; 16.320000; 12362.400000; 12362.400000; 0
2016-02-24 21:15:00; 2016-02-24 21:30:00; 17.120000; 17.120000; 12362.420400; 12362.420400; 0
2016-02-24 21:30:00; 2016-02-24 21:45:00; 17.120000; 17.120000; 12362.441800; 12362.441800; 0
2016-02-24 21:45:00; 2016-02-24 22:00:00; 17.280000; 17.280000; 12362.463200; 12362.463200; 0
2016-02-24 22:00:00; 2016-02-24 22:15:00; 16.640000; 16.640000; 12362.484800; 12362.484800; 0
2016-02-24 22:15:00; 2016-02-24 22:30:00; 15.840000; 15.840000; 12362.505600; 12362.505600; 0
2016-02-24 22:30:00; 2016-02-24 22:45:00; 15.200000; 15.200000; 12362.525400; 12362.525400; 0
2016-02-24 22:45:00; 2016-02-24 23:00:00; 15.680000; 15.680000; 12362.544400; 12362.544400; 0
2016-02-24 23:00:00; 2016-02-24 23:15:00; 12.800000; 12.800000; 12362.564000; 12362.564000; 0
2016-02-24 23:15:00; 2016-02-24 23:30:00; 8.320000; 8.320000; 12362.580000; 12362.580000; 0
2016-02-24 23:30:00; 2016-02-24 23:45:00; 6.720000; 6.720000; 12362.590400; 12362.590400; 0
2016-02-24 23:45:00; 2016-02-25 00:00:00; 7.200000; 7.200000; 12362.598800; 12362.598800; 0
2016-02-25 00:00:00; 2016-02-25 00:15:00; 6.080000; 6.080000; 12362.607800; 12362.607800; 0
2016-02-25 00:15:00; 2016-02-25 00:30:00; 6.240000; 6.240000; 12362.615400; 12362.615400; 0
2016-02-25 00:30:00; 2016-02-25 00:45:00; 7.360000; 7.360000; 12362.623200; 12362.623200; 0
2016-02-25 00:45:00; 2016-02-25 01:00:00; 7.200000; 7.200000; 12362.632400; 12362.632400; 0
2016-02-25 01:00:00; 2016-02-25 01:15:00; 7.520000; 7.520000; 12362.641400; 12362.641400; 0
2016-02-25 01:15:00; 2016-02-25 01:30:00; 7.200000; 7.200000; 12362.650800; 12362.650800; 0
2016-02-25 01:30:00; 2016-02-25 01:45:00; 7.200000; 7.200000; 12362.659800; 12362.659800; 0
2016-02-25 01:45:00; 2016-02-25 02:00:00; 7.360000; 7.360000; 12362.668800; 12362.668800; 0
2016-02-25 02:00:00; 2016-02-25 02:15:00; 7.040000; 7.040000; 12362.678000; 12362.678000; 0
2016-02-25 02:15:00; 2016-02-25 02:30:00; 7.680000; 7.680000; 12362.686800; 12362.686800; 0
2016-02-25 02:30:00; 2016-02-25 02:45:00; 6.880000; 6.880000; 12362.696400; 12362.696400; 0
2016-02-25 02:45:00; 2016-02-25 03:00:00; 7.520000; 7.520000; 12362.705000; 12362.705000; 0
2016-02-25 03:00:00; 2016-02-25 03:15:00; 7.200000; 7.200000; 12362.714400; 12362.714400; 0
2016-02-25 03:15:00; 2016-02-25 03:30:00; 7.360000; 7.360000; 12362.723400; 12362.723400; 0
2016-02-25 03:30:00; 2016-02-25 03:45:00; 7.520000; 7.520000; 12362.732600; 12362.732600; 0
2016-02-25 03:45:00; 2016-02-25 04:00:00; 7.040000; 7.040000; 12362.742000; 12362.742000; 0
2016-02-25 04:00:00; 2016-02-25 04:15:00; 7.200000; 7.200000; 12362.750800; 12362.750800; 0
2016-02-25 04:15:00; 2016-02-25 04:30:00; 7.360000; 7.360000; 12362.759800; 12362.759800; 0
2016-02-25 04:30:00; 2016-02-25 04:45:00; 6.880000; 6.880000; 12362.769000; 12362.769000; 0
2016-02-25 04:45:00; 2016-02-25 05:00:00; 7.200000; 7.200000; 12362.777600; 12362.777600; 0
2016-02-25 05:00:00; 2016-02-25 05:15:00; 6.880000; 6.880000; 12362.786600; 12362.786600; 0
2016-02-25 05:15:00; 2016-02-25 05:30:00; 8.320000; 8.320000; 12362.795200; 12362.795200; 0
2016-02-25 05:30:00; 2016-02-25 05:45:00; 7.840000; 7.840000; 12362.805600; 12362.805600; 0
2016-02-25 05:45:00; 2016-02-25 06:00:00; 15.680000; 15.680000; 12362.815400; 12362.815400; 0
2016-02-25 06:00:00; 2016-02-25 06:15:00; 16.800000; 16.800000; 12362.835000; 12362.835000; 0
2016-02-25 06:15:00; 2016-02-25 06:30:00; 16.480000; 16.480000; 12362.856000; 12362.856000; 0
2016-02-25 06:30:00; 2016-02-25 06:45:00; 16.960000; 16.960000; 12362.876600; 12362.876600; 0
2016-02-25 06:45:00; 2016-02-25 07:00:00; 16.640000; 16.640000; 12362.897800; 12362.897800; 0
2016-02-25 07:00:00; 2016-02-25 07:15:00; 19.040000; 19.040000; 12362.918600; 12362.918600; 0
2016-02-25 07:15:00; 2016-02-25 07:30:00; 21.280000; 21.280000; 12362.942400; 12362.942400; 0
2016-02-25 07:30:00; 2016-02-25 07:45:00; 24.800000; 24.800000; 12362.969000; 12362.969000; 0
2016-02-25 07:45:00; 2016-02-25 08:00:00; 27.680000; 27.680000; 12363.000000; 12363.000000; 0
2016-02-25 08:00:00; 2016-02-25 08:15:00; 24.960000; 24.960000; 12363.034600; 12363.034600; 0
2016-02-25 08:15:00; 2016-02-25 08:30:00; 23.680000; 23.680000; 12363.065800; 12363.065800; 0
2016-02-25 08:30:00; 2016-02-25 08:45:00; 22.560000; 22.560000; 12363.095400; 12363.095400; 0
2016-02-25 08:45:00; 2016-02-25 09:00:00; 24.480000; 24.480000; 12363.123600; 12363.123600; 0
2016-02-25 09:00:00; 2016-02-25 09:15:00; 22.240000; 22.240000; 12363.154200; 12363.154200; 0
2016-02-25 09:15:00; 2016-02-25 09:30:00; 24.000000; 24.000000; 12363.182000; 12363.182000; 0
2016-02-25 09:30:00; 2016-02-25 09:45:00; 27.840000; 27.840000; 12363.212000; 12363.212000; 0
2016-02-25 09:45:00; 2016-02-25 10:00:00; 24.800000; 24.800000; 12363.246800; 12363.246800; 0
2016-02-25 10:00:00; 2016-02-25 10:15:00; 27.200000; 27.200000; 12363.277800; 12363.277800; 0
2016-02-25 10:15:00; 2016-02-25 10:30:00; 29.120000; 29.120000; 12363.311800; 12363.311800; 0
2016-02-25 10:30:00; 2016-02-25 10:45:00; 28.320000; 28.320000; 12363.348200; 12363.348200; 0
2016-02-25 10:45:00; 2016-02-25 11:00:00; 24.640000; 24.640000; 12363.383600; 12363.383600; 0
2016-02-25 11:00:00; 2016-02-25 11:15:00; 24.480000; 24.480000; 12363.414400; 12363.414400; 0
2016-02-25 11:15:00; 2016-02-25 11:30:00; 26.880000; 26.880000; 12363.445000; 12363.445000; 0
2016-02-25 11:30:00; 2016-02-25 11:45:00; 25.440000; 25.440000; 12363.478600; 12363.478600; 0
2016-02-25 11:45:00; 2016-02-25 12:00:00; 28.000000; 28.000000; 12363.510400; 12363.510400; 0
2016-02-25 12:00:00; 2016-02-25 12:15:00; 24.160000; 24.160000; 12363.545400; 12363.545400; 0
2016-02-25 12:15:00; 2016-02-25 12:30:00; 25.760000; 25.760000; 12363.575600; 12363.575600; 0
2016-02-25 12:30:00; 2016-02-25 12:45:00; 23.840000; 23.840000; 12363.607800; 12363.607800; 0
2016-02-25 12:45:00; 2016-02-25 13:00:00; 21.280000; 21.280000; 12363.637600; 12363.637600; 0
2016-02-25 13:00:00; 2016-02-25 13:15:00; 21.280000; 21.280000; 12363.664200; 12363.664200; 0
2016-02-25 13:15:00; 2016-02-25 13:30:00; 20.640000; 20.640000; 12363.690800; 12363.690800; 0
2016-02-25 13:30:00; 2016-02-25 13:45:00; 20.320000; 20.320000; 12363.716600; 12363.716600; 0
2016-02-25 13:45:00; 2016-02-25 14:00:00; 19.840000; 19.840000; 12363.742000; 12363.742000; 0
2016-02-25 14:00:00; 2016-02-25 14:15:00; 18.880000; 18.880000; 12363.766800; 12363.766800; 0
2016-02-25 14:15:00; 2016-02-25 14:30:00; 19.040000; 19.040000; 12363.790400; 12363.790400; 0
2016-02-25 14:30:00; 2016-02-25 14:45:00; 18.720000; 18.720000; 12363.814200; 12363.814200; 0
2016-02-25 14:45:00; 2016-02-25 15:00:00; 18.720000; 18.720000; 12363.837600; 12363.837600; 0
2016-02-25 15:00:00; 2016-02-25 15:15:00; 17.440000; 17.440000; 12363.861000; 12363.861000; 0
2016-02-25 15:15:00; 2016-02-25 15:30:00; 21.920000; 21.920000; 12363.882800; 12363.882800; 0
2016-02-25 15:30:00; 2016-02-25 15:45:00; 25.120000; 25.120000; 12363.910200; 12363.910200; 0
2016-02-25 15:45:00; 2016-02-25 16:00:00; 26.080000; 26.080000; 12363.941600; 12363.941600; 0
2016-02-25 16:00:00; 2016-02-25 16:15:00; 24.000000; 24.000000; 12363.974200; 12363.974200; 0
2016-02-25 16:15:00; 2016-02-25 16:30:00; 25.760000; 25.760000; 12364.004200; 12364.004200; 0
2016-02-25 16:30:00; 2016-02-25 16:45:00; 24.480000; 24.480000; 12364.036400; 12364.036400; 0
2016-02-25 16:45:00; 2016-02-25 17:00:00; 21.440000; 21.440000; 12364.067000; 12364.067000; 0
2016-02-25 17:00:00; 2016-02-25 17:15:00; 19.680000; 19.680000; 12364.093800; 12364.093800; 0
2016-02-25 17:15:00; 2016-02-25 17:30:00; 24.000000; 24.000000; 12364.118400; 12364.118400; 0
2016-02-25 17:30:00; 2016-02-25 17:45:00; 24.320000; 24.320000; 12364.148400; 12364.148400; 0
2016-02-25 17:45:00; 2016-02-25 18:00:00; 23.840000; 23.840000; 12364.178800; 12364.178800; 0
2016-02-25 18:00:00; 2016-02-25 18:15:00; 24.480000; 24.480000; 12364.208600; 12364.208600; 0
2016-02-25 18:15:00; 2016-02-25 18:30:00; 23.200000; 23.200000; 12364.239200; 12364.239200; 0
2016-02-25 18:30:00; 2016-02-25 18:45:00; 19.360000; 19.360000; 12364.268200; 12364.268200; 0
2016-02-25 18:45:00; 2016-02-25 19:00:00; 18.720000; 18.720000; 12364.292400; 12364.292400; 0
2016-02-25 19:00:00; 2016-02-25 19:15:00; 18.400000; 18.400000; 12364.315800; 12364.315800; 0
2016-02-25 19:15:00; 2016-02-25 19:30:00; 18.240000; 18.240000; 12364.338800; 12364.338800; 0
2016-02-25 19:30:00; 2016-02-25 19:45:00; 18.560000; 18.560000; 12364.361600; 12364.361600; 0
2016-02-25 19:45:00; 2016-02-25 20:00:00; 19.040000; 19.040000; 12364.384800; 12364.384800; 0
2016-02-25 20:00:00; 2016-02-25 20:15:00; 18.080000; 18.080000; 12364.408600; 12364.408600; 0
2016-02-25 20:15:00; 2016-02-25 20:30:00; 18.080000; 18.080000; 12364.431200; 12364.431200; 0
2016-02-25 20:30:00; 2016-02-25 20:45:00; 17.280000; 17.280000; 12364.453800; 12364.453800; 0
2016-02-25 20:45:00; 2016-02-25 21:00:00; 17.280000; 17.280000; 12364.475400; 12364.475400; 0
2016-02-25 21:00:00; 2016-02-25 21:15:00; 16.960000; 16.960000; 12364.497000; 12364.497000; 0
2016-02-25 21:15:00; 2016-02-25 21:30:00; 17.280000; 17.280000; 12364.518200; 12364.518200; 0
2016-02-25 21:30:00; 2016-02-25 21:45:00; 18.080000; 18.080000; 12364.539800; 12364.539800; 0
2016-02-25 21:45:00; 2016-02-25 22:00:00; 17.920000; 17.920000; 12364.562400; 12364.562400; 0
2016-02-25 22:00:00; 2016-02-25 22:15:00; 16.800000; 16.800000; 12364.584800; 12364.584800; 0
2016-02-25 22:15:00; 2016-02-25 22:30:00; 16.640000; 16.640000; 12364.605800; 12364.605800; 0
2016-02-25 22:30:00; 2016-02-25 22:45:00; 16.320000; 16.320000; 12364.626600; 12364.626600; 0
2016-02-25 22:45:00; 2016-02-25 23:00:00; 16.000000; 16.000000; 12364.647000; 12364.647000; 0
2016-02-25 23:00:00; 2016-02-25 23:15:00; 16.160000; 16.160000; 12364.667000; 12364.667000; 0
2016-02-25 23:15:00; 2016-02-25 23:30:00; 16.160000; 16.160000; 12364.687200; 12364.687200; 0
2016-02-25 23:30:00; 2016-02-25 23:45:00; 17.280000; 17.280000; 12364.707400; 12364.707400; 0
2016-02-25 23:45:00; 2016-02-26 00:00:00; 15.680000; 15.680000; 12364.729000; 12364.729000; 0
2016-02-26 00:00:00; 2016-02-26 00:15:00; 10.080000; 10.080000; 12364.748600; 12364.748600; 0
2016-02-26 00:15:00; 2016-02-26 00:30:00; 7.520000; 7.520000; 12364.761200; 12364.761200; 0
2016-02-26 00:30:00; 2016-02-26 00:45:00; 7.680000; 7.680000; 12364.770600; 12364.770600; 0
2016-02-26 00:45:00; 2016-02-26 01:00:00; 7.520000; 7.520000; 12364.780200; 12364.780200; 0
2016-02-26 01:00:00; 2016-02-26 01:15:00; 8.000000; 8.000000; 12364.789600; 12364.789600; 0
2016-02-26 01:15:00; 2016-02-26 01:30:00; 7.360000; 7.360000; 12364.799600; 12364.799600; 0
2016-02-26 01:30:00; 2016-02-26 01:45:00; 7.200000; 7.200000; 12364.808800; 12364.808800; 0
2016-02-26 01:45:00; 2016-02-26 02:00:00; 7.840000; 7.840000; 12364.817800; 12364.817800; 0
2016-02-26 02:00:00; 2016-02-26 02:15:00; 8.160000; 8.160000; 12364.827600; 12364.827600; 0
2016-02-26 02:15:00; 2016-02-26 02:30:00; 7.520000; 7.520000; 12364.837800; 12364.837800; 0
2016-02-26 02:30:00; 2016-02-26 02:45:00; 7.840000; 7.840000; 12364.847200; 12364.847200; 0
2016-02-26 02:45:00; 2016-02-26 03:00:00; 7.840000; 7.840000; 12364.857000; 12364.857000; 0
2016-02-26 03:00:00; 2016-02-26 03:15:00; 7.520000; 7.520000; 12364.866800; 12364.866800; 0
2016-02-26 03:15:00; 2016-02-26 03:30:00; 7.680000; 7.680000; 12364.876200; 12364.876200; 0
2016-02-26 03:30:00; 2016-02-26 03:45:00; 7.840000; 7.840000; 12364.885800; 12364.885800; 0
2016-02-26 03:45:00; 2016-02-26 04:00:00; 7.520000; 7.520000; 12364.895600; 12364.895600; 0
2016-02-26 04:00:00; 2016-02-26 04:15:00; 7.680000; 7.680000; 12364.905000; 12364.905000; 0
2016-02-26 04:15:00; 2016-02-26 04:30:00; 8.000000; 8.000000; 12364.914600; 12364.914600; 0
2016-02-26 04:30:00; 2016-02-26 04:45:00; 7.680000; 7.680000; 12364.924600; 12364.924600; 0
2016-02-26 04:45:00; 2016-02-26 05:00:00; 8.000000; 8.000000; 12364.934200; 12364.934200; 0
2016-02-26 05:00:00; 2016-02-26 05:15:00; 8.320000; 8.320000; 12364.944200; 12364.944200; 0
2016-02-26 05:15:00; 2016-02-26 05:30:00; 8.800000; 8.800000; 12364.954600; 12364.954600; 0
2016-02-26 05:30:00; 2016-02-26 05:45:00; 8.320000; 8.320000; 12364.965600; 12364.965600; 0
2016-02-26 05:45:00; 2016-02-26 06:00:00; 8.800000; 8.800000; 12364.976000; 12364.976000; 0
2016-02-26 06:00:00; 2016-02-26 06:15:00; 18.240000; 18.240000; 12364.987000; 12364.987000; 0
2016-02-26 06:15:00; 2016-02-26 06:30:00; 19.360000; 19.360000; 12365.009800; 12365.009800; 0
2016-02-26 06:30:00; 2016-02-26 06:45:00; 18.880000; 18.880000; 12365.034000; 12365.034000; 0
2016-02-26 06:45:00; 2016-02-26 07:00:00; 18.240000; 18.240000; 12365.057600; 12365.057600; 0
2016-02-26 07:00:00; 2016-02-26 07:15:00; 20.800000; 20.800000; 12365.080400; 12365.080400; 0
2016-02-26 07:15:00; 2016-02-26 07:30:00; 24.960000; 24.960000; 12365.106400; 12365.106400; 0
2016-02-26 07:30:00; 2016-02-26 07:45:00; 26.240000; 26.240000; 12365.137600; 12365.137600; 0
2016-02-26 07:45:00; 2016-02-26 08:00:00; 28.960000; 28.960000; 12365.170400; 12365.170400; 0
2016-02-26 08:00:00; 2016-02-26 08:15:00; 26.560000; 26.560000; 12365.206600; 12365.206600; 0
2016-02-26 08:15:00; 2016-02-26 08:30:00; 25.760000; 25.760000; 12365.239800; 12365.239800; 0
2016-02-26 08:30:00; 2016-02-26 08:45:00; 24.640000; 24.640000; 12365.272000; 12365.272000; 0
2016-02-26 08:45:00; 2016-02-26 09:00:00; 22.240000; 22.240000; 12365.302800; 12365.302800; 0
2016-02-26 09:00:00; 2016-02-26 09:15:00; 22.880000; 22.880000; 12365.330600; 12365.330600; 0
2016-02-26 09:15:00; 2016-02-26 09:30:00; 22.080000; 22.080000; 12365.359200; 12365.359200; 0
2016-02-26 09:30:00; 2016-02-26 09:45:00; 23.040000; 23.040000; 12365.386800; 12365.386800; 0
2016-02-26 09:45:00; 2016-02-26 10:00:00; 24.000000; 24.000000; 12365.415600; 12365.415600; 0
2016-02-26 10:00:00; 2016-02-26 10:15:00; 23.040000; 23.040000; 12365.445600; 12365.445600; 0
2016-02-26 10:15:00; 2016-02-26 10:30:00; 27.200000; 27.200000; 12365.474400; 12365.474400; 0
2016-02-26 10:30:00; 2016-02-26 10:45:00; 26.080000; 26.080000; 12365.508400; 12365.508400; 0
2016-02-26 10:45:00; 2016-02-26 11:00:00; 26.880000; 26.880000; 12365.541000; 12365.541000; 0
2016-02-26 11:00:00; 2016-02-26 11:15:00; 27.040000; 27.040000; 12365.574600; 12365.574600; 0
2016-02-26 11:15:00; 2016-02-26 11:30:00; 26.080000; 26.080000; 12365.608400; 12365.608400; 0
2016-02-26 11:30:00; 2016-02-26 11:45:00; 24.000000; 24.000000; 12365.641000; 12365.641000; 0
2016-02-26 11:45:00; 2016-02-26 12:00:00; 22.720000; 22.720000; 12365.671000; 12365.671000; 0
2016-02-26 12:00:00; 2016-02-26 12:15:00; 21.440000; 21.440000; 12365.699400; 12365.699400; 0
2016-02-26 12:15:00; 2016-02-26 12:30:00; 21.760000; 21.760000; 12365.726200; 12365.726200; 0
2016-02-26 12:30:00; 2016-02-26 12:45:00; 20.640000; 20.640000; 12365.753400; 12365.753400; 0
2016-02-26 12:45:00; 2016-02-26 13:00:00; 21.280000; 21.280000; 12365.779200; 12365.779200; 0
2016-02-26 13:00:00; 2016-02-26 13:15:00; 22.080000; 22.080000; 12365.805800; 12365.805800; 0
2016-02-26 13:15:00; 2016-02-26 13:30:00; 20.960000; 20.960000; 12365.833400; 12365.833400; 0
2016-02-26 13:30:00; 2016-02-26 13:45:00; 21.280000; 21.280000; 12365.859600; 12365.859600; 0
2016-02-26 13:45:00; 2016-02-26 14:00:00; 20.480000; 20.480000; 12365.886200; 12365.886200; 0
2016-02-26 14:00:00; 2016-02-26 14:15:00; 19.680000; 19.680000; 12365.911800; 12365.911800; 0
2016-02-26 14:15:00; 2016-02-26 14:30:00; 20.320000; 20.320000; 12365.936400; 12365.936400; 0
2016-02-26 14:30:00; 2016-02-26 14:45:00; 20.640000; 20.640000; 12365.961800; 12365.961800; 0
2016-02-26 14:45:00; 2016-02-26 15:00:00; 20.160000; 20.160000; 12365.987600; 12365.987600; 0
2016-02-26 15:00:00; 2016-02-26 15:15:00; 23.360000; 23.360000; 12366.012800; 12366.012800; 0
2016-02-26 15:15:00; 2016-02-26 15:30:00; 24.800000; 24.800000; 12366.042000; 12366.042000; 0
2016-02-26 15:30:00; 2016-02-26 15:45:00; 22.720000; 22.720000; 12366.073000; 12366.073000; 0
2016-02-26 15:45:00; 2016-02-26 16:00:00; 23.680000; 23.680000; 12366.101400; 12366.101400; 0
2016-02-26 16:00:00; 2016-02-26 16:15:00; 28.000000; 28.000000; 12366.131000; 12366.131000; 0
2016-02-26 16:15:00; 2016-02-26 16:30:00; 25.760000; 25.760000; 12366.166000; 12366.166000; 0
2016-02-26 16:30:00; 2016-02-26 16:45:00; 27.040000; 27.040000; 12366.198200; 12366.198200; 0
2016-02-26 16:45:00; 2016-02-26 17:00:00; 23.680000; 23.680000; 12366.232000; 12366.232000; 0
2016-02-26 17:00:00; 2016-02-26 17:15:00; 23.360000; 23.360000; 12366.261600; 12366.261600; 0
2016-02-26 17:15:00; 2016-02-26 17:30:00; 26.560000; 26.560000; 12366.290800; 12366.290800; 0
2016-02-26 17:30:00; 2016-02-26 17:45:00; 24.000000; 24.000000; 12366.324000; 12366.324000; 0
2016-02-26 17:45:00; 2016-02-26 18:00:00; 21.600000; 21.600000; 12366.354000; 12366.354000; 0
2016-02-26 18:00:00; 2016-02-26 18:15:00; 20.000000; 20.000000; 12366.381000; 12366.381000; 0
2016-02-26 18:15:00; 2016-02-26 18:30:00; 20.640000; 20.640000; 12366.406000; 12366.406000; 0
2016-02-26 18:30:00; 2016-02-26 18:45:00; 19.520000; 19.520000; 12366.431800; 12366.431800; 0
2016-02-26 18:45:00; 2016-02-26 19:00:00; 19.360000; 19.360000; 12366.456200; 12366.456200; 0
2016-02-26 19:00:00; 2016-02-26 19:15:00; 18.240000; 18.240000; 12366.480400; 12366.480400; 0
2016-02-26 19:15:00; 2016-02-26 19:30:00; 18.720000; 18.720000; 12366.503200; 12366.503200; 0
2016-02-26 19:30:00; 2016-02-26 19:45:00; 19.680000; 19.680000; 12366.526600; 12366.526600; 0
2016-02-26 19:45:00; 2016-02-26 20:00:00; 18.720000; 18.720000; 12366.551200; 12366.551200; 0
2016-02-26 20:00:00; 2016-02-26 20:15:00; 18.560000; 18.560000; 12366.574600; 12366.574600; 0
2016-02-26 20:15:00; 2016-02-26 20:30:00; 19.040000; 19.040000; 12366.597800; 12366.597800; 0
2016-02-26 20:30:00; 2016-02-26 20:45:00; 19.360000; 19.360000; 12366.621600; 12366.621600; 0
2016-02-26 20:45:00; 2016-02-26 21:00:00; 21.120000; 21.120000; 12366.645800; 12366.645800; 0
2016-02-26 21:00:00; 2016-02-26 21:15:00; 18.720000; 18.720000; 12366.672200; 12366.672200; 0
2016-02-26 21:15:00; 2016-02-26 21:30:00; 18.560000; 18.560000; 12366.695600; 12366.695600; 0
2016-02-26 21:30:00; 2016-02-26 21:45:00; 18.080000; 18.080000; 12366.718800; 12366.718800; 0
2016-02-26 21:45:00; 2016-02-26 22:00:00; 18.560000; 18.560000; 12366.741400; 12366.741400; 0
2016-02-26 22:00:00; 2016-02-26 22:15:00; 18.080000; 18.080000; 12366.764600; 12366.764600; 0
2016-02-26 22:15:00; 2016-02-26 22:30:00; 18.400000; 18.400000; 12366.787200; 12366.787200; 0
2016-02-26 22:30:00; 2016-02-26 22:45:00; 19.200000; 19.200000; 12366.810200; 12366.810200; 0
2016-02-26 22:45:00; 2016-02-26 23:00:00; 17.600000; 17.600000; 12366.834200; 12366.834200; 0
2016-02-26 23:00:00; 2016-02-26 23:15:00; 11.360000; 11.360000; 12366.856200; 12366.856200; 0
2016-02-26 23:15:00; 2016-02-26 23:30:00; 9.440000; 9.440000; 12366.870400; 12366.870400; 0
2016-02-26 23:30:00; 2016-02-26 23:45:00; 9.120000; 9.120000; 12366.882200; 12366.882200; 0
2016-02-26 23:45:00; 2016-02-27 00:00:00; 8.480000; 8.480000; 12366.893600; 12366.893600; 0
2016-02-27 00:00:00; 2016-02-27 00:15:00; 7.520000; 7.520000; 12366.904200; 12366.904200; 0
2016-02-27 00:15:00; 2016-02-27 00:30:00; 7.360000; 7.360000; 12366.913600; 12366.913600; 0
2016-02-27 00:30:00; 2016-02-27 00:45:00; 7.840000; 7.840000; 12366.922800; 12366.922800; 0
2016-02-27 00:45:00; 2016-02-27 01:00:00; 8.160000; 8.160000; 12366.932600; 12366.932600; 0
2016-02-27 01:00:00; 2016-02-27 01:15:00; 8.160000; 8.160000; 12366.942800; 12366.942800; 0
2016-02-27 01:15:00; 2016-02-27 01:30:00; 8.000000; 8.000000; 12366.953000; 12366.953000; 0
2016-02-27 01:30:00; 2016-02-27 01:45:00; 7.840000; 7.840000; 12366.963000; 12366.963000; 0
2016-02-27 01:45:00; 2016-02-27 02:00:00; 7.680000; 7.680000; 12366.972800; 12366.972800; 0
2016-02-27 02:00:00; 2016-02-27 02:15:00; 7.680000; 7.680000; 12366.982400; 12366.982400; 0
2016-02-27 02:15:00; 2016-02-27 02:30:00; 7.360000; 7.360000; 12366.992000; 12366.992000; 0
2016-02-27 02:30:00; 2016-02-27 02:45:00; 8.000000; 8.000000; 12367.001200; 12367.001200; 0
2016-02-27 02:45:00; 2016-02-27 03:00:00; 7.360000; 7.360000; 12367.011200; 12367.011200; 0
2016-02-27 03:00:00; 2016-02-27 03:15:00; 8.000000; 8.000000; 12367.020400; 12367.020400; 0
2016-02-27 03:15:00; 2016-02-27 03:30:00; 7.520000; 7.520000; 12367.030400; 12367.030400; 0
2016-02-27 03:30:00; 2016-02-27 03:45:00; 7.360000; 7.360000; 12367.039800; 12367.039800; 0
2016-02-27 03:45:00; 2016-02-27 04:00:00; 7.680000; 7.680000; 12367.049000; 12367.049000; 0
2016-02-27 04:00:00; 2016-02-27 04:15:00; 7.520000; 7.520000; 12367.058600; 12367.058600; 0
2016-02-27 04:15:00; 2016-02-27 04:30:00; 8.160000; 8.160000; 12367.068000; 12367.068000; 0
2016-02-27 04:30:00; 2016-02-27 04:45:00; 7.520000; 7.520000; 12367.078200; 12367.078200; 0
2016-02-27 04:45:00; 2016-02-27 05:00:00; 7.200000; 7.200000; 12367.087600; 12367.087600; 0
2016-02-27 05:00:00; 2016-02-27 05:15:00; 8.320000; 8.320000; 12367.096600; 12367.096600; 0
2016-02-27 05:15:00; 2016-02-27 05:30:00; 7.680000; 7.680000; 12367.107000; 12367.107000; 0
2016-02-27 05:30:00; 2016-02-27 05:45:00; 7.520000; 7.520000; 12367.116600; 12367.116600; 0
2016-02-27 05:45:00; 2016-02-27 06:00:00; 8.000000; 8.000000; 12367.126000; 12367.126000; 0
2016-02-27 06:00:00; 2016-02-27 06:15:00; 7.200000; 7.200000; 12367.136000; 12367.136000; 0
2016-02-27 06:15:00; 2016-02-27 06:30:00; 8.800000; 8.800000; 12367.145000; 12367.145000; 0
2016-02-27 06:30:00; 2016-02-27 06:45:00; 8.800000; 8.800000; 12367.156000; 12367.156000; 0
2016-02-27 06:45:00; 2016-02-27 07:00:00; 8.800000; 8.800000; 12367.167000; 12367.167000; 0
2016-02-27 07:00:00; 2016-02-27 07:15:00; 10.720000; 10.720000; 12367.178000; 12367.178000; 0
2016-02-27 07:15:00; 2016-02-27 07:30:00; 18.880000; 18.880000; 12367.191400; 12367.191400; 0
2016-02-27 07:30:00; 2016-02-27 07:45:00; 19.840000; 19.840000; 12367.215000; 12367.215000; 0
2016-02-27 07:45:00; 2016-02-27 08:00:00; 19.840000; 19.840000; 12367.239800; 12367.239800; 0
2016-02-27 08:00:00; 2016-02-27 08:15:00; 25.440000; 25.440000; 12367.264600; 12367.264600; 0
2016-02-27 08:15:00; 2016-02-27 08:30:00; 27.360000; 27.360000; 12367.296400; 12367.296400; 0
2016-02-27 08:30:00; 2016-02-27 08:45:00; 23.360000; 23.360000; 12367.330600; 12367.330600; 0
2016-02-27 08:45:00; 2016-02-27 09:00:00; 24.960000; 24.960000; 12367.359800; 12367.359800; 0
2016-02-27 09:00:00; 2016-02-27 09:15:00; 23.840000; 23.840000; 12367.391000; 12367.391000; 0
2016-02-27 09:15:00; 2016-02-27 09:30:00; 26.400000; 26.400000; 12367.420800; 12367.420800; 0
2016-02-27 09:30:00; 2016-02-27 09:45:00; 29.920000; 29.920000; 12367.453800; 12367.453800; 0
2016-02-27 09:45:00; 2016-02-27 10:00:00; 27.040000; 27.040000; 12367.491200; 12367.491200; 0
2016-02-27 10:00:00; 2016-02-27 10:15:00; 26.240000; 26.240000; 12367.525000; 12367.525000; 0
